,uniq_id,product_name,main_category,tokenized_description,cleaned_description,nb_tokens,nb_char
123,5c77aa1fc09901ae07c392c152a70e41,Craftcart Parrot Antique Brass Key Holder,Home Decor Festive Needs,"['parrot', 'brass', 'holder', 'shape', 'parrot', 'mount', 'screw', 'parrot', 'brass', 'holder', 'hook', 'brown', 'brass', 'holder', 'parrot', 'brass', 'holder', 'hook', 'brown', 'shape', 'parrot', 'parrot', 'name', 'parrot', 'brass', 'finish', 'hook', 'mount', 'screw', 'brown', 'holder', 'weight', 'height', 'depth']",parrot brass holder shape parrot mount screw parrot brass holder hook brown brass holder parrot brass holder hook brown shape parrot parrot name parrot brass finish hook mount screw brown holder weight height depth,34,214
124,640fd08bb3ba538d67a5c0c2c61a5c4c,SOS COMPUTRISED LCD INTRFERENTIAL UNIT-125PROG. MUSCLE SPASM Electrotherapy Device,Beauty and Personal Care,"['so', 'unit', 'so', 'time', 'desired', 'display', 'designed', 'one', 'year', 'one', 'year', 'power', 'one']",so unit so time desired display designed one year one year power one,13,68
125,7241df1acae1fac892c692097ea3fb98,Sally Hansen La Cross 5 Pcs Festival Grooming Kit,Beauty and Personal Care,['kit'],kit,1,3
126,a85a7dbd31267a7b02eda3a4d484632d,Svayam Premium Manicure Duo - Stainless Steel,Beauty and Personal Care,"['premium', 'duo', 'stainless']",premium duo stainless,3,21
127,13de17e59a92f8bcaec8bf103bbff8c1,Go Bonjour Stainless Steel 9 pc Manicure Kit,Beauty and Personal Care,"['stainless', 'kit']",stainless kit,2,13
128,3ba13df7877fd979d64c87c7586a5ca6,Arsalan 10.5 inch Glass Hookah,Home Decor Festive Needs,"['glass', 'hookah', 'glass', 'hookah']",glass hookah glass hookah,4,25
129,f1484a63c0dc79e96c98b2a250380ed8,Prithish Alphabets With Illustrations Double Color Ceramic Mug,Kitchen Dining,"['mug', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh']",mug get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh,87,509
130,f01ff0a82401117e9da22dd680fd2f36,Rockmantra Old Art Ceramic Mug,Kitchen Dining,"['old', 'art', 'mug', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe']",old art mug give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe,33,193
131,de911421573d3e234450040374b55b38,Prithish Word of The Day: Bullshit Double Color Ceramic Mug,Kitchen Dining,"['mug', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh']",mug get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh,87,509
132,614dbfa2f42c4684c0bb6152091113a6,Prithish Independence Day Design 7 Ceramic Mug,Kitchen Dining,"['mug', 'mug']",mug mug,2,7
133,5531b9f454e2d75cfe00c3f795e06de5,Rockmantra Vintage Mini Leafs Ceramic Mug,Kitchen Dining,"['mini', 'mug', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe']",mini mug give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe,32,190
134,258444ac7bb7ad8026800efad5c3502b,Rajesh Digital BEST DAD 107 Ceramic Mug,Kitchen Dining,"['rajesh', 'dad', 'mug', 'rajesh', 'dad', 'mug']",rajesh dad mug rajesh dad mug,6,29
135,fd369a1bb58ae02cd925dda7e9e1d00a,Prithish Working on my own Grass Ceramic Mug,Kitchen Dining,"['mug', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh']",mug get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh,87,509
136,73f460cd6f3fd206902d7097a1816405,Rockmantra Fantasy Art 18 Ceramic Mug,Kitchen Dining,"['art', 'mug', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe']",art mug give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe,32,189
137,0d3e1dc0d38be59e9927e47f152e48aa,Prithish Gemini Black Ceramic Mug,Kitchen Dining,"['gemini', 'black', 'mug', 'gemini', 'black', 'mug']",gemini black mug gemini black mug,6,33
138,118b411bf265538461b084ce7abd55a8,Rockmantra Night City Ceramic Mug,Kitchen Dining,"['night', 'city', 'mug', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe']",night city mug give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe,33,196
139,06749cbff1487f470438823f6952cfd1,Prithish Hop Jump Skip Black Ceramic Mug,Kitchen Dining,"['jump', 'black', 'mug', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh']",jump black mug get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh,89,520
140,202fc276e672eb8c29891aa50aef0771,Rockmantra Fogg Tree Ceramic Mug,Kitchen Dining,"['tree', 'mug', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe']",tree mug give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe,32,190
141,feefbdff924dd6b7cc266449c9a36d69,Rockmantra Red Flowers In Bucket Ceramic Mug,Kitchen Dining,"['red', 'flower', 'bucket', 'mug', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe']",red flower bucket mug give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe,34,203
142,af1ac46194b5488048c459102a16a57e,Rockmantra Abstracts 16 Ceramic Mug,Kitchen Dining,"['abstract', 'mug', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe']",abstract mug give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe,32,194
143,a1fd886094826c3f25c6ffb380073974,Prithish Warm Up The Evil In Me Double Color Ceramic Mug,Kitchen Dining,"['warm', 'evil', 'mug', 'warm', 'evil', 'mug']",warm evil mug warm evil mug,6,27
144,3847353a4b8de1efc504d589aea74ffe,Rockmantra Tele PhoneRMMW50000160 Ceramic Mug,Kitchen Dining,"['mug', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe']",mug give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe,31,185
145,60efd61370e70267dc60b11ff2bf974c,Prithish Abstract Design 40 Ceramic Mug,Kitchen Dining,"['abstract', 'mug', 'abstract', 'mug']",abstract mug abstract mug,4,25
146,63bc43c0000e71eb11bfafd2f46214a4,Printland PMBA1044 Ceramic Mug,Kitchen Dining,"['mug', 'mug', 'fantastic', 'mug', 'one', 'enjoy', 'tea', 'huge', 'mug', 'made', 'perfect', 'add', 'kitchen', 'look', 'stylish', 'tea', 'mug', 'casual', 'get', 'perfect', 'one', 'mug', 'fantastic', 'mug', 'one', 'enjoy', 'tea', 'huge', 'mug', 'made', 'perfect', 'add', 'kitchen', 'look', 'stylish', 'tea', 'mug', 'casual', 'get', 'perfect', 'one']",mug mug fantastic mug one enjoy tea huge mug made perfect add kitchen look stylish tea mug casual get perfect one mug fantastic mug one enjoy tea huge mug made perfect add kitchen look stylish tea mug casual get perfect one,41,223
147,f8794f7a06b530782c66f7c0911bb437,Rockmantra Fantasy ArtRMMW50000330 Ceramic Mug,Kitchen Dining,"['mug', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe']",mug give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe,31,185
148,8507eb0ef32c1c0db700f20aad6d9bcd,Rockmantra Sonakshi Sinha Beautiful Look Ceramic Mug,Kitchen Dining,"['look', 'mug', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe']",look mug give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe,32,190
149,fc7abdf67b4d7dbf64dffbab7b37599c,Prithish Monster Kids Ceramic Mug,Kitchen Dining,"['monster', 'kid', 'mug', 'monster', 'kid', 'mug']",monster kid mug monster kid mug,6,31
150,1afa5f2c3c9b4b43def6dc2e695d2c87,Printland PMR1336 Ceramic Mug,Kitchen Dining,"['mug', 'mug', 'fantastic', 'mug', 'one', 'enjoy', 'tea', 'huge', 'mug', 'made', 'perfect', 'add', 'kitchen', 'look', 'stylish', 'tea', 'mug', 'casual', 'get', 'perfect', 'one', 'mug', 'fantastic', 'mug', 'one', 'enjoy', 'tea', 'huge', 'mug', 'made', 'perfect', 'add', 'kitchen', 'look', 'stylish', 'tea', 'mug', 'casual', 'get', 'perfect', 'one']",mug mug fantastic mug one enjoy tea huge mug made perfect add kitchen look stylish tea mug casual get perfect one mug fantastic mug one enjoy tea huge mug made perfect add kitchen look stylish tea mug casual get perfect one,41,223
151,73503fe89ea77420a598f4a1019e5b6d,Prithish Pscychological Illusions Design 5 Ceramic Mug,Kitchen Dining,"['mug', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh']",mug get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh,87,509
152,ec590694e8bf85f75c9200cf418127aa,Prithish Abstract Design 21 Ceramic Mug,Kitchen Dining,"['abstract', 'mug', 'abstract', 'mug']",abstract mug abstract mug,4,25
153,7956d9586de3e25ff586bca58be7195e,Rockmantra 3d Flawers 2 Ceramic Mug,Kitchen Dining,"['mug', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe']",mug give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe,31,185
154,63f6ef8f3fda2c306b27cfbf5a005f1e,Rockmantra Cute Beautiful Girl Playing With Her Hair Ceramic Mug,Kitchen Dining,"['cute', 'hair', 'mug', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe']",cute hair mug give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe,33,195
155,328b66226952d8733c0c48295fae1108,Printland PMR1918 Ceramic Mug,Kitchen Dining,"['mug', 'mug', 'fantastic', 'mug', 'one', 'enjoy', 'tea', 'huge', 'mug', 'made', 'perfect', 'add', 'kitchen', 'look', 'stylish', 'tea', 'mug', 'casual', 'get', 'perfect', 'one', 'mug', 'fantastic', 'mug', 'one', 'enjoy', 'tea', 'huge', 'mug', 'made', 'perfect', 'add', 'kitchen', 'look', 'stylish', 'tea', 'mug', 'casual', 'get', 'perfect', 'one']",mug mug fantastic mug one enjoy tea huge mug made perfect add kitchen look stylish tea mug casual get perfect one mug fantastic mug one enjoy tea huge mug made perfect add kitchen look stylish tea mug casual get perfect one,41,223
156,6efd5d260667b94f04edbbd18bb300b9,Printland PMBA1872 Ceramic Mug,Kitchen Dining,"['mug', 'mug', 'fantastic', 'mug', 'one', 'enjoy', 'tea', 'huge', 'mug', 'made', 'perfect', 'add', 'kitchen', 'look', 'stylish', 'tea', 'mug', 'casual', 'get', 'perfect', 'one', 'mug', 'fantastic', 'mug', 'one', 'enjoy', 'tea', 'huge', 'mug', 'made', 'perfect', 'add', 'kitchen', 'look', 'stylish', 'tea', 'mug', 'casual', 'get', 'perfect', 'one']",mug mug fantastic mug one enjoy tea huge mug made perfect add kitchen look stylish tea mug casual get perfect one mug fantastic mug one enjoy tea huge mug made perfect add kitchen look stylish tea mug casual get perfect one,41,223
157,beaa6285a2b9c66db0e294767711ca3f,Prithish Better Than Having You For A Husband Double Color Ceramic Mug,Kitchen Dining,"['better', 'mug', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh']",better mug get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh,88,516
158,41fd5af61752be98b19b611a6ff9a0ef,Prithish Friend Indeed Ceramic Mug,Kitchen Dining,"['friend', 'mug', 'friend', 'mug']",friend mug friend mug,4,21
159,219b24362655097cb41bf06a0be8ee79,Prithish Merry Christmas Design 4 Double Color Ceramic Mug,Kitchen Dining,"['christmas', 'mug', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh']",christmas mug get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh,88,519
160,b5d1b8ef70b1ce27726f7f6c2f373e56,Rockmantra Classic Vintage Black Car Ceramic Mug,Kitchen Dining,"['classic', 'black', 'car', 'mug', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe']",classic black car mug give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe,34,203
161,69515ea06da8b2b1c881ce34fbf6575a,Prithish Aries Black Ceramic Mug,Kitchen Dining,"['black', 'mug', 'black', 'mug']",black mug black mug,4,19
162,02127f52e96fb72c66bf081d25104ef8,Prithish Believe In Yourself Double Color Ceramic Mug,Kitchen Dining,"['mug', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh', 'get', 'wide', 'selection', 'cute', 'mean', 'sure', 'find', 'quote', 'say', 'way', 'mug', 'bring', 'smile', 'forget', 'share', 'mug', 'like', 'make', 'great', 'mug', 'designed', 'ink', 'graphic', 'perfect', 'around', 'express', 'mug', 'give', 'freedom', 'broadcast', 'special', 'holiday', 'cheer', 'love', 'mug', 'perfect', 'show', 'well', 'know', 'break', 'mug', 'bring', 'laugh']",mug get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh get wide selection cute mean sure find quote say way mug bring smile forget share mug like make great mug designed ink graphic perfect around express mug give freedom broadcast special holiday cheer love mug perfect show well know break mug bring laugh,87,509
163,c4581cae6bf751a7ae5c40bb16b74e98,Printland PMBA1310 Ceramic Mug,Kitchen Dining,"['mug', 'mug', 'fantastic', 'mug', 'one', 'enjoy', 'tea', 'huge', 'mug', 'made', 'perfect', 'add', 'kitchen', 'look', 'stylish', 'tea', 'mug', 'casual', 'get', 'perfect', 'one', 'mug', 'fantastic', 'mug', 'one', 'enjoy', 'tea', 'huge', 'mug', 'made', 'perfect', 'add', 'kitchen', 'look', 'stylish', 'tea', 'mug', 'casual', 'get', 'perfect', 'one']",mug mug fantastic mug one enjoy tea huge mug made perfect add kitchen look stylish tea mug casual get perfect one mug fantastic mug one enjoy tea huge mug made perfect add kitchen look stylish tea mug casual get perfect one,41,223
164,c8f42da0f9f695f07067676eae4135c8,Rockmantra Colorful Ceramic Mug,Kitchen Dining,"['mug', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe']",mug give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe,31,185
165,785b4383b12106dd172306d427d8f7b2,Rockmantra Cute Two Cats Ceramic Mug,Kitchen Dining,"['cute', 'two', 'mug', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe', 'give', 'thrilling', 'yet', 'fresh', 'start', 'creation', 'mug', 'porcelain', 'stay', 'year', 'come', 'perfect', 'pick', 'one', 'safe']",cute two mug give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe give thrilling yet fresh start creation mug porcelain stay year come perfect pick one safe,33,194
166,d19d17140fdd9adc09ba6e2ad1e1ebb9,Prithish Happy Birthday Ceramic Mug,Kitchen Dining,"['birthday', 'mug', 'birthday', 'mug']",birthday mug birthday mug,4,25
167,aadbc3b9c32c4535b1bfee7321c4c0e7,Printland PMR1174 Ceramic Mug,Kitchen Dining,"['mug', 'mug']",mug mug,2,7
168,ea16e13a7cf16d8665d1bc44738dfa88,Printland PMR1464 Ceramic Mug,Kitchen Dining,"['mug', 'mug', 'fantastic', 'mug', 'one', 'enjoy', 'tea', 'huge', 'mug', 'made', 'perfect', 'add', 'kitchen', 'look', 'stylish', 'tea', 'mug', 'casual', 'get', 'perfect', 'one', 'mug', 'fantastic', 'mug', 'one', 'enjoy', 'tea', 'huge', 'mug', 'made', 'perfect', 'add', 'kitchen', 'look', 'stylish', 'tea', 'mug', 'casual', 'get', 'perfect', 'one']",mug mug fantastic mug one enjoy tea huge mug made perfect add kitchen look stylish tea mug casual get perfect one mug fantastic mug one enjoy tea huge mug made perfect add kitchen look stylish tea mug casual get perfect one,41,223
